author,text
Есенин,"Душа грустит о небесах,
Она нездешних нив жилица.
Люблю, когда на деревах
Огонь зеленый шевелится.
То сучья золотых стволов,
Как свечи, теплятся пред тайной,
И расцветают звезды слов
На их листве первоначальной.
Понятен мне земли глагол,
Но не стряхну я муку эту,
Как отразивший в водах дол
Вдруг в небе ставшую комету.

Так кони не стряхнут хвостами
В хребты их пьющую луну...
О, если б прорасти глазами,
Как эти листья, в глубину."
Есенин,"Устал я жить в родном краю
В тоске по гречневым просторам,
Покину хижину мою,
Уйду бродягою и вором.
Пойду по белым кудрям дня
Искать убогое жилище.
И друг любимый на меня
Наточит нож за голенище.
Весной и солнцем на лугу
Обвита желтая дорога,
И та, чье имя берегу,
Меня прогонит от порога.

И вновь вернуся в отчий дом,
Чужою радостью утешусь,
В зеленый вечер под окном
На рукаве своем повешусь.

Седые вербы у плетня
Нежнее головы наклонят.
И необмытого меня
Под лай собачий похоронят.

А месяц будет плыть и плыть,
Роняя весла по озерам...
И Русь все так же будет жить,
Плясать и плакать у забора."
Есенин,"О боже, боже, эта глубь -
Твой голубой живот.
Златое солнышко, как пуп,
Глядит в Каспийский рот.
Крючками звезд свивая в нить
Лучи, ты ловишь нас
И вершами бросаешь дни
В зрачки озерных глаз.
Но в малый вентерь рыбаря
Не заплывает сом.
Не втащит неводом заря
Меня в твой тихий дом.

Сойди на землю без порток,
Взбурли всю хлябь и водь,
Смолой кипящею восток
Пролей на нашу плоть.

Да опалят уста огня
Людскую страсть и стыд.
Взнеси, как голубя, меня
В твой в синих рощах скит."
Есенин,"Я покинул родимый дом,
Голубую оставил Русь.
В три звезды березняк над прудом
Теплит матери старой грусть.
Золотою лягушкой луна
Распласталась на тихой воде.
Словно яблонный цвет, седина
У отца пролилась в бороде.
Я не скоро, не скоро вернусь!
Долго петь и звенеть пурге.
Стережет голубую Русь
Старый клен на одной ноге,

И я знаю, есть радость в нем
Тем, кто листьев целует дождь,
Оттого, что тот старый клен
Головой на меня похож."
Есенин,"Хорошо под осеннюю свежесть
Душу-яблоню ветром стряхать
И смотреть, как над речкою режет
Воду синюю солнца соха.
Хорошо выбивать из тела
Накаляющий песни гвоздь.
И в одежде празднично белой
Ждать, когда постучится гость.
Я учусь, я учусь моим сердцем
Цвет черемух в глазах беречь,
Только в скупости чувства греются,
Когда ребра ломает течь.

Молча ухает звездная звонница,
Что ни лист, то свеча заре.
Никого не впущу я в горницу,
Никому не открою дверь."
Есенин,"Утром в ржаном закуте,
Где златятся рогожи в ряд,
Семерых ощенила сука,
Рыжих семерых щенят.
До вечера она их ласкала,
Причесывая языком,
И струился снежок подталый
Под теплым ее животом.
А вечером, когда куры
Обсиживают шесток,
Вышел хозяин хмурый,
Семерых всех поклал в мешок.

По сугробам она бежала,
Поспевая за ним бежать...
И так долго, долго дрожала
Воды незамерзшей гладь.

А когда чуть плелась обратно,
Слизывая пот с боков,
Показался ей месяц над хатой
Одним из ее щенков.

В синюю высь звонко
Глядела она, скуля,
А месяц скользил тонкий
И скрылся за холм в полях.

И глухо, как от подачки,
Когда бросят ей камень в смех,
Покатились глаза собачьи
Золотыми звездами в снег."
Есенин,"Закружилась листва золотая
В розоватой воде на пруду,
Словно бабочек легкая стая
С замираньем летит на звезду.
Я сегодня влюблен в этот вечер,
Близок сердцу желтеющий дол.
Отрок-ветер по самые плечи
Заголил на березке подол.
И в душе и в долине прохлада,
Синий сумрак как стадо овец,
За калиткою смолкшего сада
Прозвенит и замрет бубенец.

Я еще никогда бережливо
Так не слушал разумную плоть,
Хорошо бы, как ветками ива,
Опрокинуться в розовость вод.

Хорошо бы, на стог улыбаясь,
Мордой месяца сено жевать...
Где ты, где, моя тихая радость -
Все любя, ничего не желать?"
Есенин,"Теперь любовь моя не та.
Ах, знаю я, ты тужишь, тужишь
О том, что лунная метла
Стихов не расплескала лужи.
Грустя и радуясь звезде,
Спадающей тебе на брови,
Ты сердце выпеснил избе,
Но в сердце дома не построил.
И тот, кого ты ждал в ночи,
Прошел, как прежде, мимо крова.
О друг, кому ж твои ключи
Ты золотил поющим словом?

Тебе о солнце не пропеть
В окошко не увидеть рая.
Так мельница, крылом махая,
С земли не может улететь."
Есенин,"По-осеннему кычет сова
Над раздольем дорожной рани.
Облетает моя голова,
Куст волос золотистый вянет.
Полевое, степное ""ку-гу"",
Здравствуй, мать голубая осина!
Скоро месяц, купаясь в снегу,
Сядет в редкие кудри сына.
Скоро мне без листвы холодеть,
Звоном звезд насыпая уши.
Без меня будут юноши петь,
Не меня будут старцы слушать.

Новый с поля придет поэт,
В новом лес огласится свисте.
По-осеннему сыплет ветр,
По-осеннему шепчут листья."
Есенин,"Вот она, суровая жестокость,
Где весь смысл - страдания людей!
Режет серп тяжелые колосья,
Как под горло режут лебедей.
Наше поле издавна знакомо
С августовской дрожью поутру.
Перевязана в снопы солома,
Каждый сноп лежит, как желтый труп.
На телегах, как на катафалках,
Их везут в могильный склеп - овин.
Словно дьякон, на кобылу гаркнув,
Чтит возница погребальный чин.

А потом их бережно, без злости,
Головами стелют по земле
И цепами маленькие кости
Выбивают из худых телес.

Никому и в голову не встанет,
Что солома - это тоже плоть!..
Людоедке-мельнице - зубами
В рот суют те кости обмолоть.

И, из мелева заквашивая тесто,
Выпекают груды вкусных яств...
Вот тогда-то входит яд белесый
В жбан желудка яйца злобы класть.

Все побои ржи в припек одрасив,
Грубость жнущих сжав в духмяный сок,
Он вкушающим соломенное мясо
Отравляет жернова кишок.

И свистят по всей стране, как осень,
Шарлатан, убийца и злодей...
Оттого что режет серп колосья,
Как под горло режут лебедей."
Есенин,"Дождик мокрыми метлами чистит
Ивняковый помет по лугам.
Плюйся, ветер, охапками листьев, -
Я такой же, как ты, хулиган.
Я люблю, когда синие чащи,
Как с тяжелой походкой волы,
Животами, листвой хрипящими,
По коленкам марают стволы.
от оно, мое стадо рыжее!
Кто ж воспеть его лучше мог?
Вижу, вижу, как сумерки лижут
Следы человечьих ног.
Русь моя, деревянная Русь!
Я один твой певец и глашатай.
Звериных стихов моих грусть
Я кормил резедой и мятой.

Взбрезжи, полночь, луны кувшин
Зачерпнуть молока берез!
Словно хочет кого придушить
Руками крестов погост!

Бродит черная жуть по холмам,
Злобу вора струит в наш сад,
Только сам я разбойник и хам
И по крови степной конокрад.

Кто видал, как в ночи кипит
Кипяченых черемух рать?
Мне бы в ночь в голубой степи
Где-нибудь с кистенем стоять.

Ах, увял головы моей куст,
Засосал меня песенный плен.
Осужден я на каторге чувств
Вертеть жернова поэм.

Но не бойся, безумный ветр,
Плюй спокойно листвой по лугам.
Не сотрет меня кличка ""поэт"",
Я и в песнях, как ты, хулиган."
Есенин,"Все живое особой метой
Отмечается с ранних пор.
Если не был бы я поэтом,
То, наверно, был мошенник и вор.
Худощавый и низкорослый,
Средь мальчишек всегда герой,
Часто, часто с разбитым носом
Приходил я к себе домой.
И навстречу испуганной маме
Я цедил сквозь кровавый рот:
""Ничего!  Я споткнулся о камень,
Это к завтраму все заживет"".
И теперь вот, когда простыла
Этих дней кипятковая вязь,
Беспокойная, дерзкая сила
На поэмы мои пролилась.

Золотая, словесная груда,
И над каждой строкой без конца
Отражается прежняя удаль
Забияки и сорванца.

Как тогда, я отважный и гордый,
Только новью мой брызжет шаг...
Если раньше мне били в морду,
То теперь вся в крови душа.

И уже говорю я не маме,
А в чужой и хохочущий сброд:
""Ничего!  я споткнулся о камень,
Это к завтраму все заживет!"""
Есенин,"Мир таинственный, мир мой древний,
Ты, как ветер, затих и присел.
Вот сдавили за шею деревню
Каменные руки шоссе.
Так испуганно в снежную выбель
Заметалась звенящая жуть.
Здравствуй ты, моя черная гибель,
Я навстречу к тебе выхожу!
Город, город, ты в схватке жестокой
Окрестил нас как падаль и мразь.
Стынет поле в тоске волоокой,
Телеграфными столбами давясь.

Жилист мускул у дьявольской выи,
И легка ей чугунная гать.
Ну, да что же?  Ведь нам не впервые
И расшатываться и пропадать.

Пусть для сердца тягуче колко,
Это песня звериных прав!..
... Так охотники травят волка,
Зажимая в тиски облав.

Зверь припал... и из пасмурных недр
Кто-то спустит сейчас курки...
Вдруг прыжок... и двуногого недруга
Раздирают на части клыки.

О, привет тебе, зверь мой любимый!
Ты не даром даешься ножу!
Как и ты - я, отвсюду гонимый,
Средь железных врагов прохожу.

Как и ты - я всегда наготове,
И хоть слышу победный рожок,
Но отпробует вражеской крови
Мой последний, смертельный прыжок.

И пускай я на рыхлую выбель
Упаду и зароюсь в снегу...
Все же песню отмщенья за гибель
Пропоют мне на том берегу."
Есенин,"Сторона ль ты моя, сторона!
Дождевое, осеннее олово.
В черной луже продрогший фонарь
Отражает безгубую голову.
Нет, уж лучше мне не смотреть,
Чтобы вдруг не увидеть хужего.
Я на всю эту ржавую мреть
Буду щурить глаза и суживать.
Так немного теплей и безбольней.
Посмотри: меж скелетов домов,
Словно мельник, несет колокольня
Медные мешки колоколов.

Если голоден ты - будешь сытым.
Коль несчастен - то весел и рад.
Только лишь не гляди открыто,
Мой земной неизвестный брат.

Как подумал я - так и сделал,
Но увы!  Все одно и то ж!
Видно, слишком привыкло тело
Ощущать эту стужу и дрожь.

Ну, да что же?  Ведь много прочих,
Не один я в миру живой!
А фонарь то мигнет, то захохочет
Безгубой своей головой.

Только сердце под ветхой одеждой
Шепчет мне, посетившему твердь:
""Друг мой, друг мой, прозревшие вежды
Закрывает одна лишь смерть""."
Есенин,"Не ругайтесь.  Такое дело!
Не торговец я на слова.
Запрокинулась и отяжелела
Золотая моя голова.
Нет любви ни к деревне, ни к городу,
Как же смог я ее донести?
Брошу все.  Отпущу себе бороду
И бродягой пойду по Руси.
Позабуду поэмы и книги,
Перекину за плечи суму,
Оттого что в полях забулдыге
Ветер больше поет, чем кому.

Провоняю я редькой и луком
И, тревожа вечернюю гладь,
Буду громко сморкаться в руку
И во всем дурака валять.

И не нужно мне лучшей удачи,
Лишь забыться и слушать пургу,
Оттого что без этих чудачеств
Я прожить на земле не могу."
Есенин,"Не жалею, не зову, не плачу,
Все пройдет, как с белых яблонь дым.
Увяданья золотом охваченный,
Я не буду больше молодым.
Ты теперь не так уж будешь биться,
Сердце, тронутое холодком,
И страна березового ситца
Не заманит шляться босиком.
Дух бродяжий! ты все реже, реже
Расшевеливаешь пламень уст
О моя утраченная свежесть,
Буйство глаз и половодье чувств.
Я теперь скупее стал в желаньях,
Жизнь моя? иль ты приснилась мне?
Словно я весенней гулкой ранью
Проскакал на розовом коне.

Все мы, все мы в этом мире тленны,
Тихо льется с кленов листьев медь...
Будь же ты вовек благословенно,
Что пришло процвесть и умереть."
Есенин,"Я обманывать себя не стану,
Залегла забота в сердце мглистом.
Отчего прослыл я шарлатаном?
Отчего прослыл я скандалистом?
Не злодей я и не грабил лесом,
Не расстреливал несчастных по темницам.
Я всего лишь уличный повеса,
Улыбающийся встречным лицам.
Я московский озорной гуляка.
По всему тверскому околотку
В переулках каждая собака
Знает мою легкую походку.
Каждая задрипанная лошадь
Головой кивает мне навстречу.
Для зверей приятель я хороший,
Каждый стих мой душу зверя лечит.

Я хожу в цилиндре не для женщин -
В глупой страсти сердце жить не в силе, -
В нем удобней, грусть свою уменьшив,
Золото овса давать кобыле.

Средь людей я дружбы не имею,
Я иному покорился царству.
Каждому здесь кобелю на шею
Я готов отдать мой лучший галстук.

И теперь уж я болеть не стану.
Прояснилась омуть в сердце мглистом.
Оттого прослыл я шарлатаном,
Оттого прослыл я скандалистом."
Есенин,"Да! Теперь решено. Без возврата
Я покинул родные поля.
Уж не будут листвою крылатой
Надо мною звенеть тополя.
Низкий дом без меня ссутулится,
Старый пес мой давно исдох.
На московских изогнутых улицах
Умереть, знать, судил мне бог.
Я люблю этот город вязевый,
Пусть обрюзг он и пусть одрях.
Золотая дремотная Азия
Опочила на куполах.

А когда ночью светит месяц,
Когда светит... черт знает как!
Я иду, головою свесясь,
Переулком в знакомый кабак.

Шум и гам в этом логове жутком,
Но всю ночь напролет, до зари,
Я читаю стихи проституткам
И с бандитами жарю спирт.

Сердце бьется все чаще и чаще,
И уж я говорю невпопад:
""Я такой же, как вы, пропащий,
Мне теперь не уйти назад"".

Низкий дом без меня ссутулится,
Старый пес мой давно издох.
На московских изогнутых улицах
Умереть, знать, судил мне бог."
Есенин,"Снова пьют здесь, дерутся и плачут
Под гармоники желтую грусть.
Проклинают свои неудачи,
Вспоминают московскую Русь.
И я сам, опустясь головою,
Заливаю глаза вином,
Чтоб не видеть в лицо роковое,
Чтоб подумать хоть миг об ином.
Что-то всеми навек утрачено.
Май мой синий!  Июнь голубой!
Не с того ль так чадит мертвячиной
Над пропащею этой гульбой.
Ах, сегодня так весело россам,
Самогонного спирта - река.
Гармонист с провалившимся носом
Им про Волгу поет и про Чека.

Что-то злое во взорах безумных,
Непокорное в громких речах.
Жалко им тех дурашливых, юных,
Что сгубили свою жизнь сгоряча.

Где ж вы те, что ушли далече?
Ярко ль светят вам наши лучи?
Гармонист спиртом сифилис лечит,
Что в киргизских степях получил.

Нет! таких не подмять, не рассеять.
Бесшабашность им гнилью дана.
Ты, Рассея моя... Рас... сея...
Азиатская сторона!"
Есенин,"Сыпь, гармоника. Скука... Скука...
Гармонист пальцы льет волной.
Пей со мною, паршивая сука,
Пей со мной.
Излюбили тебя, измызгали -
Невтерпеж.
Что ж ты смотришь так синими брызгами?
Иль в морду хошь?
В огород бы тебя на чучело,
Пугать ворон.
До печенок меня замучила
Со всех сторон.

Сыпь, гармоника. Сыпь, моя частая.
Пей, выдра, пей.
Мне бы лучше вон ту, сисястую, -
Она глупей.

Я средь женщин тебя не первую...
Немало вас,
Но с такой вот, как ты, со стервою
Лишь в первый раз.

Чем вольнее, тем звонче,
То здесь, то там.
Я с собой не покончу,
Иди к чертям.

К вашей своре собачьей
Пора простыть.
Дорогая, я плачу,
Прости... прости..."
Маяковский,"Багровый и белый отброшен и скомкан,
в зеленый бросали горстями дукаты,
а черным ладоням сбежавшихся окон
раздали горящие желтые карты.
Бульварам и площади было не странно
увидеть на зданиях синие тоги.
И раньше бегущим, как желтые раны,
огни обручали браслетами ноги."
Маяковский,"Толпа - пестрошерстая быстрая кошка -
плыла, изгибаясь, дверями влекома;
каждый хотел протащить хоть немножко
громаду из смеха отлитого кома.
Я, чувствуя платья зовущие лапы,
в глаза им улыбку протиснул; пугая
ударами в жесть, хохотали арапы,
над лбом расцветивши крыло попугая."
Маяковский,"Угрюмый дождь скосил глаза.
А за
решеткой
четкой
железной мысли проводов -
перина.
И на
нее
встающих звезд
легко оперлись ноги
Но ги-
бель фонарей,
царей
в короне газа,
для глаза
сделала больней
враждующий букет бульварных проституток.
И жуток
шуток
клюющий смех -
из желтых
ядовитых роз
возрос
зигзагом.
За гам
и жуть
взглянуть
отрадно глазу:
раба
крестов
страдающе-спокойно-безразличных,
гроба
домов
публичных
восток бросал в одну пылающую вазу."
Маяковский,"Простыни вод под брюхом были.
Их рвал на волны белый зуб.
Был вой трубы - как будто лили
любовь и похоть медью труб.
Прижались лодки в люльках входов
к сосцам железных матерей.
В ушах оглохших пароходов
горели серьги якорей."
Маяковский,"У-
лица.
Лица
у
догов
годов
рез-
че.
Че-
рез
железных коней
с окон бегущих домов
прыгнули первые кубы.
Лебеди шей колокольных,
гнитесь в силках проводов!
В небе жирафий рисунок готов
выпестрить ржавые чубы.
Пестр, как форель,
сын
безузорной пашни.
Фокусник
рельсы
тянет из пасти трамвая,
скрыт циферблатами башни.
Мы завоеваны!
Ванны.
Души.
Лифт.
Лиф души расстегнули.
Тело жгут руки.
Кричи, не кричи:
""Я не хотела!"" -
резок
жгут
муки.
Ветер колючий
трубе
вырывает
дымчатой шерсти клок.
Лысый фонарь
сладострастно снимает
с улицы
черный чулок."
Маяковский,"Я сразу смазал карту будня,
плеснувши краску из стакана;
я показал на блюде студня
косые скулы океана.
На чешуе жестяной рыбы
прочел я зовы новых губ.
А вы
ноктюрн сыграть
могли бы
на флейте водосточных труб?"
Маяковский,"Читайте железные книги!
Под флейту золоченой буквы
полезут копченые сиги
и золотокудрые брюквы.
А если веселостью песьей
закружат созвездия ""Магги"" -
бюро похоронных процессий
свои проведут саркофаги.
Когда же, хмур и плачевен,
загасит фонарные знаки,
влюбляйтесь под небом харчевен
в фаянсовых чайников маки!"
Маяковский,"По мостовой
моей души изъезженной
шаги помешанных
вьют жестких фраз пяты.
Где города
повешены
и в петле облака
застыли
башен
кривые выи -
иду
один рыдать,
что перекрестком
распяты
городовые."
Маяковский,"Морей неведомых далеким пляжем
идет луна -
жена моя.
Моя любовница рыжеволосая.
За экипажем
крикливо тянется толпа созвездий пестрополосая.
Венчается автомобильным гаражом,
целуется газетными киосками,
а шлейфа млечный путь моргающим пажем
украшен мишурными блестками.
А я?"
Маяковский,"Несло же, палимому, бровей коромысло
из глаз колодцев студеные ведра.
В шелках озерных ты висла,
янтарной скрипкой пели бедра?
В края, где злоба крыш,
не кинешь блесткой лесни.
В бульварах я тону, тоской песков овеян:
ведь это ж дочь твоя -
моя песня
в чулке ажурном
у кофеен!"
Маяковский,"У меня есть мама на васильковых обоях.
А я гуляю в пестрых павах,
вихрастые ромашки, шагом меряя, мучу.
Заиграет вечер на гобоях ржавых,
подхожу к окошку,
веря,
что увижу опять
севшую
на дом
тучу.
А у мамы больной
пробегают народа шорохи
от кровати до угла пустого.
"
Маяковский,"Мама знает-
это мысли сумасшедшей ворохи
вылезают из-за крыш завода Шустова.
И когда мой лоб, венчанный шляпой фетровой,
окровавит гаснущая рама,
я скажу,
раздвинув басом ветра вой:
""Мама.
Если станет жалко мне
вазы вашей муки,
сбитой каблуками облачного танца,-
кто же изласкает золотые руки,
вывеской заломленные у витрин Аванцо?.."""
Маяковский,"Я люблю смотреть, как умирают дети.
Вы прибоя смеха мглистый вал заметили
за тоски хоботом?
А я -
в читальне улиц -
так часто перелистывал гроба том.
Полночь
промокшими пальцами щупала
меня
и забитый забор,
и с каплями ливня на лысине купола
скакал сумасшедший собор.
"
Маяковский,"Я вижу, Христос из иконы бежал,
хитона оветренный край
целовала, плача, слякоть.
Кричу кирпичу,
слов исступленных вонзаю кинжал
в неба распухшего мякоть:
""Солнце!
Отец мой!
Сжалься хоть ты и не мучай!"
Маяковский,"Это тобою пролитая кровь моя льется дорогою дольней.
Это душа моя
клочьями порванной тучи
в выжженном небе
на ржавом кресте колокольни!
Время!
Хоть ты, хромой богомаз,
лик намалюй мой
в божницу уродца века!
Я одинок, как последний глаз
у идущего к слепым человека!"""
Маяковский,"Земля!
Дай исцелую твою лысеющую голову
лохмотьями губ моих в пятнах чужих позолот.
Дымом волос над пожарами глаз из олова
дай обовью я впалые груди болот.
Ты! Нас - двое,
ораненных, загнанных ланями,
вздыбилось ржанье оседланных смертью коней."
Маяковский,"Дым из-за дома догонит нас длинными дланями,
мутью озлобив глаза догнивающих в ливнях огней.
Сестра моя!
В богадельнях идущих веков,
может быть, мать мне сыщется;
бросил я ей окровавленный песнями рог.
Квакая, скачет по полю
канава, зеленая сыщица,
нас заневолить
веревками грязных дорог."
Маяковский,"Адище города окна разбили
на крохотные, сосущие светами адки.
Рыжие дьяволы, вздымались автомобили,
над самым ухом взрывая гудки.
"
Маяковский,"А там, под вывеской, где сельди из Керчи -
сбитый старикашка шарил очки
и заплакал, когда в вечереющем смерче
трамвай с разбега взметнул зрачки."
Маяковский,"В дырах небоскребов, где горела руда
и железо поездов громоздило лаз -
крикнул аэроплан и упал туда,
где у раненого солнца вытекал глаз."
Маяковский,"И тогда уже - скомкав фонарей одеяла -
ночь излюбилась, похабна и пьяна,
а за солнцами улиц где-то ковыляла
никому не нужная, дряблая луна."
Маяковский,"Через час отсюда в чистый переулок
вытечет по человеку ваш обрюзгший жир,
а я вам открыл столько стихов шкатулок,
я - бесценных слов мот и транжир."
Маяковский,"Вот вы, мужчина, у вас в усах капуста
где-то недокушанных, недоеденных щей;
вот вы, женщина, на вас белила густо,
вы смотрите устрицей из раковин вещей."
Маяковский,"Все вы на бабочку поэтиного сердца
взгромоздитесь, грязные, в калошах и без калош.
Толпа озвереет, будет тереться,
ощетинит ножки стоглавая вошь."
Маяковский,"А если сегодня мне, грубому гунну,
кривляться перед вами не захочется - и вот
я захохочу и радостно плюну,
плюну в лицо вам
я - бесценных слов транжир и мот."
Маяковский,"Вошел к парикмахеру, сказал - спокойный:
""Будьте добры, причешите мне уши"".
Гладкий парикмахер сразу стал хвойный,
лицо вытянулось, как у груши.
""Сумасшедший!"
Маяковский,"Рыжий!"" -
запрыгали слова.
Ругань металась от писка до писка,
и до-о-о-о-лго
хихикала чья-то голова,
выдергиваясь из толпы, как старая редиска."
Маяковский,"Я сошью себе черные штаны
из бархата голоса моего.
Желтую кофту из трех аршин заката.
По Невскому мира, по лощеным волосам его,
профланирую шагом Дон-Жуана и фата."
Маяковский,"Пусть земля кричит, в покое обабившись:
""Ты зеленые весны идешь насиловать!""
Я брошу солнцу, нагло осклабившись:
""На глади асфальта мне хорошо грассировать!"""
Маяковский,"Не потому ли, что небо голубо,
а земля мне любовница в этой праздничной чистке,
я дарю вам стихи, веселые, как би-ба-бо,
и острые и нужные, как зубочистки!"
Маяковский,"Женщины, любящие мое мясо, и эта
девушка, смотрящая на меня, как на брата,
закидайте улыбками меня, поэта,-
я цветами нашью их мне на кофту фата!"
Маяковский,"Послушайте!
Ведь, если звезды зажигают -
значит - это кому-нибудь нужно?
Значит - кто-то хочет, чтобы они были?
Значит - кто-то называет эти плевочки
жемчужиной?
И, надрываясь
в метелях полуденной пыли,
врывается к богу,
боится, что опоздал,
плачет,
целует ему жилистую руку,
просит -
чтоб обязательно была звезда! -
клянется -
не перенесет эту беззвездную муку!"
Маяковский,"А после
ходит тревожный,
но спокойный наружно.
Говорит кому-то:
""Ведь теперь тебе ничего?
Не страшно?
Да?!""
Послушайте!
Ведь, если звезды
зажигают -
значит - это кому-нибудь нужно?
Значит - это необходимо,
чтобы каждый Вечер
над крышами
загоралась хоть одна звезда?!"
Маяковский,"И бог заплачет над моею книжкой!
Не слова - судороги, слипшиеся комом;
и побежит по небу с моими стихами под мышкой
и будет, задыхаясь, читать их своим знакомым."
Маяковский,"Все эти, провалившиеся носами, знают:
я - ваш поэт.
Как трактир, мне страшен ваш страшный суд!
Меня одного сквозь горящие здания
проститутки, как святыню, на руках понесут
и покажут богу в свое оправдание."
Маяковский,"""Вечернюю! Вечернюю! Вечернюю!
Италия! Германия! Австрия!""
И на площадь, мрачно очерченную чернью,
багровой крови пролилась струя!
Морду в кровь разбила кофейня,
зверьим криком багрима:
""Отравим кровью игры Рейна!
Громами ядер на мрамор Рима!"""
Маяковский,"С неба, изодранного о штыков жала,
слезы звезд просеивались, как мука в сите,
и подошвами сжатая жалость визжала:
""Ах, пустите, пустите, пустите!""
Бронзовые генералы на граненом цоколе
молили: ""Раскуйте, и мы поедем!"""
Маяковский,"Прощающейся конницы поцелуи цокали,
и пехоте хотелось к убийце - победе.
Громоздящемуся городу уродился во сне
хохочущий голос пушечного баса,
а с запада падает красный снег
сочными клочьями человечьего мяса."
Маяковский,"Вздувается у площади за ротон рота,
у злящейся на лбу вздуваются вены.
""Постойте, шашки о шелк кокоток
вытрем, вытрем в бульварах Вены!""
Газетчики надрывались: ""Купите вечернюю!
Италия! Германия! Австрия!""
А из ночи, мрачно очерченной чернью,
багровой крови лилась и лилась струя."
Маяковский,"Мама, громче!
Дым.
Дым.
Дым еще!
Что вы мямлите, мама, мне?
Видите -
весь воздух вымощен
громыхающим под ядрами камнем!
Ма-а-а-ма!
Сейчас притащили израненный вечер.
Крепился долго,
кургузый,
шершавый,
и вдруг,-
надломивши тучные плечи,
расплакался, бедный, на шее Варшавы."
Маяковский,"Звезды в платочках из синего ситца
визжали:
""Убит,
дорогой,
дорогой мой!""
И глаз новолуния страшно косится
на мертвый кулак с зажатой обоймой.
Сбежались смотреть литовские села,
как, поцелуем в обрубок вкована,
слезя золотые глаза костелов,
пальцы улиц ломала Ковна.
А вечер кричит,
безногий,
безрукий:
""Неправда,
я еще могу-с -
хе! -
выбряцав шпоры в горящей мазурке,
выкрутить русый ус!"""
Маяковский,"Скрипка издергалась, упрашивая,
и вдруг разревелась
так по-детски,
что барабан не выдержал:
""Хорошо, хорошо, хорошо!""
А сам устал,
не дослушал скрипкиной речи,
шмыгнул на горящий Кузнецкий
и ушел.
Оркестр чужо смотрел, как
выплакивалась скрипка
без слов,
без такта,
и только где-то
глупая тарелка
вылязгивала:
""Что это?""
""Как это?"""
Маяковский,"А когда геликон -
меднорожий,
потный,
крикнул:
""Дура,
плакса,
вытри!"" -
я встал,
шатаясь полез через ноты,
сгибающиеся под ужасом пюпитры
зачем-то крикнул:
""Боже!"",
бросился на деревянную шею:
""Знаете что, скрипка?
Мы ужасно похожи:
я вот тоже
ору -
а доказать ничего не умею!""
Музыканты смеются:
""Влип как!
Пришел к деревянной невесте!
Голова!""
А мне - наплевать!
Я - хороший.
""Знаете что, скрипка?
Давайте -
будем жить вместе!
А?"""
Маяковский,"Я живу на Большой Пресне,
36, 24.
Место спокойненькое.
Тихонькое.
Ну?
Кажется - какое мне дело,
что где-то
в буре-мире
взяли и выдумали войну?
Ночь пришла.
Хорошая.
Вкрадчивая.
И чего это барышни некоторые
дрожат, пугливо поворачивая
глаза громадные, как прожекторы?
Уличные толпы к небесной влаге
припали горящими устами,
а город, вытрепав ручонки-флаги,
молится и мелится красными крестами."
Маяковский,"Простоволосая церковка бульварному изголовью
припала,-набитый слезами куль,-
а у бульвара цветники истекают кровью,
как сердце, изодранное пальцами пуль.
Тревога жиреет и жиреет,
жрет зачерствевший разум.
Уже у Ноева оранжереи
покрылись смертельно-бледным газом!"
